School Name,Rk,Gtm,Score Tm_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
PURDUE FORT WAYNE,30,30,69.4,,25,57.6,0.4362,9.4,27.2,0.3374,15.6,30.4,0.5164,0.519,10,14.2,0.7184,5.8,23.2,29,10.4,8,2.2,13.2,17.8,26.8,58.8,0.4562,4.6,21.4,0.2238,22.2,37.4,0.5912,0.4958,14,19.8,0.6908,9,26,35,10.6,8.2,3.8,14,16.2,,,,,95.88,99.82,72.48,0.2526,0.4746,0.5426,45.56,42.42,11,5.82,0.519,17.26,18.28,0.175,0.4958,16.96,81.72,0.2416
QUEENS (NC),33,33,74.6,,26.8,57.6,0.4696,8,20,0.3966,18.8,37.6,0.5046,0.5386,13,19.4,0.6594,11,19.2,30.2,14.6,5.6,5.4,11.6,14.4,29.8,60.8,0.491,6.8,18.6,0.3754,23,42.2,0.5496,0.5484,10.8,13.6,0.7224,8.8,20,28.8,12.2,8.2,2.8,10,15.4,,,,,109.76,113.42,66.42,0.3732,0.3432,0.5624,50.52,54.82,8.24,14.02,0.5386,14.82,34.8,0.2504,0.5484,12.98,65.2,0.203
QUINNIPIAC,31,31,73.4,,25.2,57.8,0.4368,6.8,22.6,0.3006,18.4,35.2,0.5256,0.495,16.2,20,0.8162,9.4,24,33.4,14.6,5.4,3.6,11.2,16.2,28.8,62.2,0.4636,5.4,17.8,0.2784,23.4,44.4,0.521,0.5064,11.2,15.6,0.711,7.4,22.2,29.6,12.6,8,3.4,9,16.8,,,,,105.58,106.12,70.18,0.3446,0.3912,0.5452,53.2,58.12,7.62,8.9,0.495,14.04,30.04,0.279,0.5064,11.4,69.96,0.181
RADFORD,31,31,71.8,,24.6,51.4,0.481,5.6,17.6,0.3192,19,33.8,0.5672,0.5362,17,21,0.8154,8.2,20.8,29,9.4,3.2,2.8,9.4,16.2,25.2,57,0.4444,6,17.8,0.346,19.2,39.2,0.4918,0.4978,11.8,18,0.5952,10,18.8,28.8,8.2,4.8,1,8.6,18.8,,,,,113.68,107.92,61.88,0.4076,0.343,0.5866,49.68,38.26,5.2,7.06,0.5362,13.34,30.02,0.3284,0.4978,11.62,69.98,0.2204
RHODE ISLAND,29,29,79.2,,28.2,60.2,0.468,8.6,24.2,0.3342,19.6,36,0.5522,0.5382,14.2,21.2,0.6482,10,22.4,32.4,12.4,6,2.6,12.4,19.4,27.2,59,0.4624,10,26.6,0.3724,17.2,32.4,0.534,0.548,20,25.6,0.7802,8.6,23.2,31.8,13.8,9,2.4,11,19,,,,,108.44,116.2,73.12,0.3572,0.3998,0.5658,50.44,43.44,8.1,7.84,0.5382,14.88,29.76,0.2396,0.548,13.36,70.24,0.3424
RICE,30,30,63.8,,22.8,57.6,0.3962,4.2,19.4,0.206,18.6,38.2,0.4864,0.4326,14,22,0.6336,10,23.6,33.6,11,4.4,2.2,9.8,17.2,24.4,57.4,0.4208,5.8,20,0.2522,18.6,37.4,0.4924,0.4724,14.4,20.6,0.6544,8.6,23.2,31.8,11.6,5,4.4,7.4,17.8,,,,,95.64,102.38,66.92,0.3824,0.3356,0.4692,51.24,48.94,6.72,5.58,0.4326,12.5,29.4,0.2444,0.4724,10,70.6,0.2654
RICHMOND,30,30,62.2,,22.4,56,0.4016,8.2,24.2,0.3532,14.2,31.8,0.4534,0.476,9.2,11.2,0.8118,4.2,21.6,25.8,12.4,6,1,8.2,16.8,24,51.8,0.4676,10.4,27,0.3842,13.6,24.8,0.56,0.5686,14.2,19.8,0.7368,6.4,26.6,33,14.6,6,4,11.4,12.6,,,,,95.24,111.22,62.64,0.1998,0.4332,0.51,43.64,55.74,9.16,3.64,0.476,11.84,13.92,0.1646,0.5686,15.68,86.08,0.2706
RIDER,31,31,76,,29.8,60.6,0.4926,5.8,17.4,0.3412,24,43.2,0.5598,0.5408,10.6,14,0.7482,10.6,21.8,32.4,14.4,4.6,2.2,7.6,14.4,26.2,56.8,0.4594,8.4,23.6,0.3498,17.8,33.2,0.5298,0.5336,10.8,15.2,0.685,7.4,19.6,27,11.8,5.2,3.2,8.2,14,,,,,117.6,111.2,64.54,0.2326,0.2864,0.5654,54.56,48.6,7.12,6.6,0.5408,10.12,34.94,0.1762,0.5336,11.52,65.08,0.1904
ROBERT MORRIS,32,32,82.8,,29.6,63,0.4754,9.6,26,0.3748,20,37,0.5614,0.5536,14,20.2,0.6888,12.8,21.2,34,20,5,4.4,9.8,16.4,27.4,58.2,0.472,7.8,23.8,0.323,19.6,34.4,0.568,0.5386,12.2,17,0.777,6,20.6,26.6,16.4,5.8,4.2,9.6,17.6,,,,,119.58,107.14,68.14,0.33,0.4202,0.5764,56.46,68.04,7.08,13,0.5536,11.94,39.52,0.2294,0.5386,12.46,60.48,0.2104
RUTGERS,30,30,82.4,,29.2,64.2,0.4592,7.2,23.4,0.313,22,40.8,0.5426,0.5172,16.8,22.4,0.739,9.6,18,27.6,12.8,8.2,4.6,10,17.2,31.4,62,0.5072,8.4,22.2,0.353,23,39.8,0.5914,0.574,15.4,21.8,0.726,11.8,24.2,36,15,5.8,1.6,14,17.2,,,,,110.28,116.56,69.82,0.358,0.366,0.555,43.22,43.1,10.84,10.44,0.5172,11.84,28.94,0.2702,0.574,16.08,71.06,0.2564
SACRAMENTO STATE,30,30,61.2,,22.4,54.6,0.413,7,23.4,0.3022,15.4,31.2,0.4922,0.4786,9.4,14.8,0.6292,7.2,18.6,25.8,12.4,5.2,2,11.6,16.2,27,50.2,0.5334,8.2,20,0.3698,18.8,30.2,0.6234,0.6104,12.2,17.6,0.6812,5.4,25.4,30.8,15.2,6,3.8,10.4,17,,,,,94.56,114.96,64.8,0.2752,0.4284,0.499,45.54,55.24,7.94,6.7,0.4786,15.72,21.46,0.175,0.6104,14.86,78.54,0.2614
SACRED HEART,31,31,75.6,,27.6,65.4,0.4228,10.6,32.2,0.3298,17,33.2,0.5138,0.5044,9.4,12.8,0.7618,11.4,23,34.4,18.6,8.6,3,13.8,15.8,27.2,63,0.4324,8.6,27,0.3088,18.6,36,0.515,0.5,10.2,14.2,0.7296,10.6,25,35.6,18,9.6,3.4,12.4,15,,,,,104.26,100.88,71.02,0.199,0.4934,0.5308,48.86,67.44,11.82,8.36,0.5044,16,31.34,0.146,0.5,15.14,68.66,0.163
SAINT FRANCIS (PA),31,31.5,60.75,,23.4,53.6,0.441,7.4,22.6,0.3322,16,31,0.5164,0.5124,10.4,14.8,0.6852,6,23.6,29.6,11.4,7.2,2.8,11.4,13.8,23.8,59.6,0.397,6.6,23.2,0.2768,17.2,36.4,0.4742,0.4514,7.2,10.6,0.6776,9.4,23.2,32.6,9.6,8,2,12,15.8,,,,,94,91.2,65,0.2806,0.4248,0.53425,47.38,48.74,10.64,7.56,0.5124,16.04,19.5,0.1994,0.4514,15.66,80.5,0.1276
SAINT JOSEPH'S,33,33,70.2,,23,63.8,0.3632,8.8,31.2,0.2858,14.2,32.6,0.4392,0.4344,15.4,21.4,0.7438,11.8,23.2,35,10.8,7.4,6.2,9.8,15.4,26,62,0.4258,8,18,0.4566,18,44,0.4144,0.4918,12.4,16.2,0.7456,9.2,27.2,36.4,13.6,6.6,5.8,11.2,17.4,,,,,97.98,101.24,70.12,0.3452,0.4918,0.4766,49.08,46.66,10.32,13.4,0.4344,11.74,30.36,0.2462,0.4918,13.92,69.64,0.2066
SAINT LOUIS,32,32,76.4,,28,56.2,0.499,10.4,27.8,0.3728,17.6,28.4,0.622,0.5918,10,14.8,0.7302,5.2,24,29.2,14,6.4,2.8,12.6,13.4,31.6,66,0.4758,10.6,27.6,0.3798,21,38.4,0.5442,0.555,8.8,12.2,0.7696,10.2,24.2,34.4,15.8,7.8,3,9.2,15,,,,,107.74,116.38,69.06,0.2716,0.4962,0.6042,46.14,49.18,9.06,7.34,0.5918,16.44,18.08,0.183,0.555,11.4,81.92,0.139
SAINT MARY'S (CA),33,33,64.8,,23.6,58.4,0.4064,4.2,18,0.2114,19.4,40.4,0.4862,0.4424,13.4,19,0.7046,11.4,24.8,36.2,10.4,4,3.8,8.4,14.4,24.2,55.2,0.4404,4.8,17.6,0.263,19.4,37.6,0.5148,0.4846,10.2,14,0.7024,5.6,20,25.6,11.8,5.4,3.2,6.4,17.4,,,,,103.08,99.82,63.54,0.3248,0.3146,0.4816,58.8,45.26,6.14,10.62,0.4424,11.26,36.54,0.229,0.4846,9.24,63.46,0.1938
SAINT PETER'S,26,26,68.8,,22.4,59.8,0.3722,6,19.6,0.3134,16.4,40.2,0.401,0.425,18,22.6,0.7924,10,25.6,35.6,9.2,6.2,4.6,10,16.2,24,61.2,0.3924,7.2,23.6,0.2974,16.8,37.6,0.4426,0.4502,12.8,16.8,0.7794,10.4,24,34.4,13.2,6.8,5.4,10.2,17.8,,,,,98.68,97.02,68.12,0.3998,0.3324,0.4896,51.02,42.58,8.98,12.3,0.425,12.64,29.36,0.3186,0.4502,12.8,70.64,0.2162
SAM HOUSTON,30,30,73.2,,24.4,52.2,0.466,8.4,20.8,0.3998,16,31.4,0.5098,0.5452,16,22.2,0.7312,6.8,19.4,26.2,10.6,4.8,3.6,11.2,16,27.8,58.8,0.4756,9.6,22.4,0.4264,18.2,36.4,0.5034,0.5578,14.6,19,0.7724,9.6,19.2,28.8,12.6,7.2,1.6,10,19,,,,,108.06,117.98,67.68,0.43,0.3964,0.583,47.66,42.64,6.98,9.76,0.5452,14.96,26.26,0.3098,0.5578,12.74,73.74,0.2508
SAMFORD,31,31,87,,29.4,65,0.4536,10,29.8,0.3402,19.4,35.2,0.5482,0.5318,18.2,24.2,0.7428,11.4,20,31.4,14.8,11.2,1,10.8,23,27.2,52,0.5228,12,27.2,0.439,15.2,24.8,0.6118,0.6386,22.4,31.6,0.6952,7.8,23.8,31.6,15.8,6.8,4.2,15.6,18.6,,,,,115.38,119.12,75.36,0.3896,0.4596,0.5698,49.84,51.24,14.52,4.22,0.5318,12.58,32.38,0.2938,0.6386,18.62,67.62,0.428
SAN DIEGO,31,31,79.2,,28.6,64.4,0.4438,9,23,0.3926,19.6,41.4,0.4706,0.513,13,17,0.7526,8.6,17.4,26,14,9,3.6,12.6,19.4,29.2,56,0.5198,8.6,18,0.478,20.6,38,0.5518,0.596,19.6,24.6,0.8114,8.4,25.6,34,17.4,8.2,3.6,15,17.2,,,,,105.12,114.96,75.4,0.2748,0.3528,0.5474,43.56,49.42,11.7,9.04,0.513,14.7,25.08,0.2122,0.596,18,74.94,0.359
SAN DIEGO STATE,29,29,67.8,,23.8,53.6,0.445,7.8,24.4,0.3246,16,29.2,0.5462,0.518,12.4,21.2,0.5864,5.2,19.6,24.8,13.6,7.4,4.2,8.8,18.2,23.6,53,0.445,10,27.6,0.3742,13.6,25.4,0.5348,0.539,15,20.4,0.7296,8.4,25.4,33.8,10.6,5,3.2,12,18.8,,,,,101.58,107.54,66.78,0.4002,0.453,0.5324,42.26,56.94,11.1,17.14,0.518,12.18,16.66,0.2336,0.539,16.04,83.34,0.2848
SAN FRANCISCO,33,33,78.4,,28.6,65.8,0.4346,8.2,25.4,0.3114,20.4,40.4,0.4998,0.4974,13,17.4,0.7298,11.2,24.6,35.8,14,5,1.8,10.6,19.4,27.6,59.6,0.4634,6.8,22.2,0.3028,20.8,37.4,0.5584,0.5206,18.4,24.4,0.7514,6.6,25.8,32.4,16.4,7,3,9.2,19,,,,,106.68,109.7,73.62,0.2646,0.3876,0.5298,52.42,49.6,6.72,4.9,0.4974,12.44,29.76,0.1966,0.5206,11.36,70.24,0.307
SAN JOSE STATE,33,33,67.2,,23,54.6,0.4192,7.8,23,0.345,15.2,31.6,0.4914,0.4914,13.4,16.2,0.7982,7.4,25.2,32.6,11.8,7.4,2.8,13,15,27.4,60.8,0.4526,5.8,21.6,0.2574,21.6,39.2,0.5674,0.5008,9,14.6,0.6538,9.6,23.4,33,12.4,9.4,4,12,14.4,,,,,96.98,101.12,69.04,0.3,0.4268,0.5366,49.2,50.56,10.74,6.86,0.4914,17.4,24.02,0.2478,0.5008,15.14,75.98,0.1474
SANTA CLARA,32,32,86.8,,30.6,63.4,0.481,12.2,29,0.4256,18.4,34.4,0.5278,0.578,13.4,18.6,0.7192,8.2,26.2,34.4,20,6.4,2.4,10.4,14.8,28.8,62.8,0.4578,7.4,23.2,0.311,21.4,39.6,0.5396,0.516,12.8,16.8,0.8,6.8,23.2,30,18.4,7.2,2.6,10.8,15.6,,,,,117.08,104.16,74.6,0.2998,0.458,0.602,53.2,63.88,8.6,6.16,0.578,12.48,26.02,0.217,0.516,13.14,73.98,0.2038
SEATTLE,30,30,63.2,,20.4,56.8,0.3666,4,17.2,0.2444,16.4,39.6,0.415,0.4028,18.4,27.8,0.6654,9.2,21.6,30.8,11.4,8.6,4.4,10,18,20.4,51.4,0.4038,3.2,17.6,0.1814,17.2,33.8,0.5196,0.437,15.6,19.8,0.7878,7.4,26.2,33.6,11.4,5.2,6.2,15.2,21.8,,,,,90.68,85.86,69.7,0.5096,0.3008,0.4556,47,56,12.34,12.58,0.4028,12.62,24.74,0.3352,0.437,20.16,75.26,0.3206
SETON HALL,30,30,56.2,,22,54.8,0.406,4.6,16.6,0.2702,17.4,38.2,0.4574,0.4472,7.6,14.6,0.542,8.6,15.6,24.2,12.4,8.2,3.4,11.2,18.8,23,47.2,0.4882,7.4,18.8,0.3938,15.6,28.4,0.559,0.5686,18,23.8,0.788,7.6,26.4,34,14.2,6.4,3.8,13.6,14.8,,,,,87.34,110.84,64.42,0.2768,0.3006,0.457,41.34,56.12,12.72,12.28,0.4472,15.46,23.42,0.1416,0.5686,18.9,76.58,0.3842
SIENA,30,30,75.4,,25.6,62.6,0.4108,7.4,24.6,0.2888,18.2,38,0.4786,0.4688,16.8,20.4,0.8392,9.8,19.8,29.6,13.4,6.8,6,10.4,15,29,57.6,0.5052,6.6,17.4,0.3682,22.4,40.2,0.555,0.5626,15,17,0.8864,7.8,24.2,32,12.4,7,4,11.8,18.2,,,,,106.04,111.66,71.3,0.3292,0.3894,0.5228,48.26,52.4,9.3,15.3,0.4688,12.34,28.52,0.2702,0.5626,15.12,71.48,0.2632
SIU EDWARDSVILLE,32,32,64.2,,22.4,54.2,0.4108,5,18.6,0.2744,17.4,35.6,0.4902,0.4566,14.4,21.4,0.6732,10,23.4,33.4,12,5.2,4.8,12.8,16.2,25,60.4,0.4136,6.8,22,0.3092,18.2,38.4,0.4762,0.4688,11.8,16.2,0.7356,9.2,22,31.2,10.4,9,4,8.4,17.2,,,,,95.64,102.36,67.24,0.3976,0.3468,0.495,51.5,55.18,7.72,12.48,0.4566,16.52,31.84,0.2654,0.4688,10.96,68.16,0.2
SOUTH ALABAMA,30,30,75.2,,25.4,56.6,0.4476,6.4,19.8,0.3008,19,36.8,0.5288,0.5026,18,24.6,0.7296,10.6,21.4,32,11.6,9.8,1.8,8.2,14.8,24,55.8,0.4238,10.6,31.6,0.3366,13.4,24.2,0.5468,0.5184,10.8,15.8,0.6542,9.8,21.8,31.6,18.2,5.8,3.4,12.6,17.4,,,,,113.6,103.7,64.48,0.4366,0.3518,0.549,50.96,45.7,15.16,9.1,0.5026,10.8,33.54,0.3202,0.5184,16.8,66.46,0.1896
SOUTH CAROLINA,30,30,68,,22.2,55,0.4044,6.6,23.8,0.2898,15.6,31.2,0.502,0.4648,17,21.4,0.7926,7.2,20.4,27.6,11.8,5.2,1.8,10.2,16.4,27.2,56,0.479,6.4,20.4,0.3194,20.8,35.6,0.5754,0.5352,14,19.2,0.7482,6.8,20.4,27.2,14.2,7,4.6,8.2,16.8,,,,,100.94,111.16,67.34,0.3908,0.431,0.5226,50.16,53.8,7.66,5.06,0.4648,13.32,25.64,0.3104,0.5352,11.08,74.36,0.2544
SOUTH CAROLINA STATE,31,31,77.4,,26.6,60.4,0.4402,7.6,19.4,0.3986,19,41,0.4606,0.5034,16.6,21,0.7744,10.4,20.2,30.6,16.8,9.2,5.8,13,18.2,23.4,55.4,0.4258,4.6,16.6,0.2954,18.8,38.8,0.486,0.4676,15.8,21.4,0.7396,8.8,19,27.8,11.8,6,4,15.4,17.4,,,,,106.68,92.68,72.56,0.3608,0.3208,0.5512,52.84,62.26,12.7,15.1,0.5034,15.62,35.4,0.2858,0.4676,19.18,64.6,0.2984
SOUTH CAROLINA UPSTATE,30,30,72.2,,26,60.8,0.43,7.4,24.2,0.3126,18.6,36.6,0.5224,0.4902,12.8,19.2,0.667,8.4,21,29.4,12,10.6,3,13.8,16.6,31.2,65.2,0.476,7.4,23.4,0.3142,23.8,41.8,0.5674,0.5332,14,18.6,0.7446,13.6,26,39.6,13.2,9.4,3.4,15.6,17.2,,,,,95.62,110.52,75.68,0.3206,0.401,0.5178,42.54,46.72,14.08,7.32,0.4902,16.44,24.3,0.2132,0.5332,17.48,75.7,0.216
SOUTH DAKOTA,31,31,83,,26.8,65,0.4126,8,25.8,0.309,18.8,39.2,0.478,0.4744,21.4,28.2,0.754,8,24.6,32.6,9,6.2,1.8,8.8,21.2,30.2,62.6,0.4822,7.6,22.8,0.3298,22.6,39.8,0.566,0.5434,19.6,26.8,0.7304,8.8,29,37.8,16.2,6.6,3,11.4,21.8,,,,,105.66,111.6,78.58,0.4332,0.398,0.5298,46.28,33.18,7.86,4.7,0.4744,10.1,20.92,0.3292,0.5434,13.18,79.08,0.313
SOUTH DAKOTA STATE,31,31.25,69.5,,23.75,58.25,0.41175,5.75,21,0.29825,18,37.25,0.481,0.4625,16.25,24.5,0.66325,9.75,26.5,36.25,13,3.5,1.5,10.5,15,26,59,0.4405,11,29,0.3795,15,30,0.50075,0.53325,11.25,14.5,0.73,4,24.5,28.5,10,6.75,4.5,7.75,21,,,,,99.45,105.575,70.125,0.41775,0.3575,0.502,55.775,55.55,5.025,5.075,0.4625,13.275,27.775,0.27525,0.53325,10.475,72.225,0.1905
SOUTH FLORIDA,30,30,65.4,,23.2,60,0.3904,4.4,18,0.2336,18.8,42,0.456,0.427,14.6,21.2,0.6918,9.4,20.6,30,11.2,10.2,3.4,7.6,17.8,24.6,54.6,0.4496,8.2,21.6,0.3774,16.4,33,0.4984,0.5244,15.2,22.2,0.6914,9.6,29,38.6,13.2,4.6,5.6,14,18.6,,,,,95.16,105.52,68.9,0.3558,0.3014,0.4692,43.62,48.7,14.84,10.18,0.427,9.8,24.5,0.2434,0.5244,17.72,75.5,0.2828
SOUTHEAST MISSOURI STATE,31,31,68.2,,24.2,56.2,0.4302,7.4,22.6,0.3278,16.8,33.6,0.4854,0.497,12.4,17.4,0.7222,5.2,25.6,30.8,11.2,8,4,11.8,19.2,22.4,57,0.394,3.4,13.8,0.2496,19,43.2,0.4412,0.4238,17.2,23.2,0.744,10,25.6,35.6,8,8,3.8,13.2,18,,,,,95.86,92.16,71.14,0.3232,0.4024,0.5288,46.76,48.44,11.26,9.12,0.497,15.3,17.24,0.2292,0.4238,16.3,82.76,0.305
SOUTHEASTERN LOUISIANA,30,30,69.8,,24.2,58.6,0.4144,4.6,16.6,0.259,19.6,42,0.4736,0.4544,16.8,22.2,0.7492,11.6,20.2,31.8,11.4,7.4,2.2,8.4,13.8,25.6,54.8,0.4708,8.8,23.6,0.3738,16.8,31.2,0.5418,0.5508,10.6,13.8,0.7684,7.8,22.8,30.6,13.6,5.2,3,11.4,17.4,,,,,106.44,108.04,63.92,0.385,0.2892,0.5054,51.42,46.72,11.38,7.52,0.4544,10.76,33.9,0.2922,0.5508,15.76,66.1,0.2002
SOUTHERN,30,30,68,,23.6,57.4,0.4162,5.2,18.2,0.2876,18.4,39.2,0.4762,0.4636,15.6,21,0.7668,10.4,23.8,34.2,10.2,9,2.8,11.4,17.8,22.2,52.4,0.4308,6.6,20.2,0.3222,15.6,32.2,0.5152,0.4944,14.6,22,0.6724,7.6,22.4,30,14.4,7,5,14.4,18.2,,,,,99.12,95.22,67.3,0.3802,0.3208,0.5092,52.94,44.12,13,7.66,0.4636,14.22,31.22,0.2808,0.4944,18.7,68.78,0.2798
SOUTHERN CALIFORNIA,32,31.5,80.75,,27.5,56.5,0.48625,9.5,23,0.405,18,33.5,0.5365,0.5705,16.25,19.75,0.82275,9.5,21,30.5,16.5,7,2,14.5,16.25,29.5,60.75,0.4875,8.5,24.5,0.35925,21,36.25,0.57,0.56075,11.5,17,0.66575,8.75,18.75,27.5,20.75,7,3,12,16.5,,,,,112.95,110.875,67.25,0.35025,0.40775,0.612,52.8,58.875,9.85,5.875,0.5705,17.925,32.95,0.28925,0.56075,15.15,67.05,0.18775
SOUTHERN ILLINOIS,31,31,76.6,,27.8,57.6,0.4786,8.2,20,0.4002,19.6,37.6,0.517,0.55,12.8,20.6,0.624,8.2,24.2,32.4,13.8,5.2,2.8,10,17.2,29.6,62,0.4798,9.8,26.4,0.3686,19.8,35.6,0.568,0.559,13.4,19.8,0.69,8,23.2,31.2,16.8,6.6,1.6,8.4,18,,,,,108.12,117.04,70.48,0.3678,0.3526,0.5666,50.88,49.9,7.22,7.96,0.55,13.16,26.9,0.2294,0.559,10.42,73.1,0.2168
SOUTHERN INDIANA,28,28,69.2,,25,60.6,0.4116,7.6,21.2,0.3646,17.4,39.4,0.4342,0.4746,11.6,15.6,0.7456,7.8,24.8,32.6,11.4,6.2,3,11.4,17.6,26.6,62.4,0.4276,6.2,21,0.2912,20.4,41.4,0.4948,0.4776,13.6,20.6,0.66,12,25.4,37.4,12.4,7.4,2.8,12,15.4,,,,,96.3,101.92,70.12,0.261,0.3494,0.5072,46.8,46.82,8.56,6.94,0.4746,14.44,23.42,0.193,0.4776,14.18,76.58,0.2238
SOUTHERN METHODIST,33,33,70.4,,25,56.2,0.4474,6.6,19.2,0.339,18.4,37,0.4996,0.506,13.8,20.2,0.6904,8.2,24.6,32.8,15.2,8.8,4.4,11.8,17.2,22.8,53.6,0.4224,6.8,22.2,0.3082,16,31.4,0.5082,0.485,14.4,20.4,0.7006,6.8,22.2,29,13.2,7.2,3.8,13.4,17.6,,,,,100.92,95.38,69.64,0.3626,0.3396,0.536,52.94,59.78,12.58,14.36,0.506,15.34,26.96,0.2498,0.485,17.5,73.04,0.2714
SOUTHERN MISSISSIPPI,31,31,66,,23,56.4,0.4122,7,23.8,0.2814,16,32.6,0.5156,0.4738,13,17.8,0.7374,8.4,21.8,30.2,13.4,5.8,3.8,12.2,16,24.8,60.2,0.411,7.4,24.2,0.3052,17.4,36,0.477,0.4722,15.2,22.2,0.666,11,23.6,34.6,12.6,8,3.4,9.6,15,,,,,95.86,104.4,69,0.3266,0.4194,0.513,46.66,56.98,8.36,10.72,0.4738,15.84,26.04,0.2394,0.4722,11.88,73.96,0.2542
SOUTHERN UTAH,29,29,60.8,,20.6,54.8,0.376,3.6,16.2,0.22,17,38.6,0.4368,0.4086,16,22.6,0.7158,7.8,24.6,32.4,10.4,4.8,4.4,16,17,27.8,63.2,0.4416,6.2,18.2,0.34,21.6,45,0.4752,0.493,15,21.4,0.7008,9.8,26,35.8,14.2,9.8,4.2,10.6,18.8,,,,,81.78,103.66,73.98,0.4142,0.2962,0.4604,48.12,52.72,6.48,9.74,0.4086,19.5,24,0.2928,0.493,12.7,76,0.2396
ST. BONAVENTURE,32,32,63.2,,23.2,59.4,0.3904,5.6,23.2,0.2416,17.6,36.2,0.487,0.4374,11.2,15.6,0.7104,8.4,22.2,30.6,10.4,7.4,2.6,9.4,13.8,25.8,59.4,0.436,8.2,25.6,0.3332,17.6,33.8,0.5302,0.5058,8.8,12.6,0.7132,10,26.8,36.8,13.8,7.2,3.2,12.8,14.8,,,,,93.02,100.84,68,0.2644,0.3904,0.4728,45.72,44.7,10.88,7.72,0.4374,12.26,24.18,0.1898,0.5058,16.36,75.82,0.1474
ST. JOHN'S (NY),34,34,77.6,,29.2,68.6,0.4292,7,22.2,0.3194,22.2,46.4,0.4862,0.4818,12.2,17.2,0.7098,14.6,26.2,40.8,15.4,6.4,3.6,8.2,17.8,22.6,61.4,0.3708,5.6,28,0.1964,17,33.4,0.501,0.4176,12,19.2,0.6144,11.6,24.2,35.8,10.6,5.4,3.2,11.8,16.2,,,,,110.5,89.1,70.56,0.249,0.3266,0.5128,53.22,51.38,8.94,10.66,0.4818,9.78,37.26,0.1768,0.4176,14.42,62.78,0.1948
ST. THOMAS,32,32,78.2,,26.6,57.8,0.4622,10,28.6,0.3704,16.6,29.2,0.5624,0.55,15,19.6,0.7976,6.8,21.4,28.2,14.6,8.2,2.6,8.2,17.8,25.4,55.8,0.4564,5.6,19.6,0.2822,19.8,36.2,0.5488,0.5062,12.8,18.2,0.7002,9,25.2,34.2,12.4,4.4,3,14,17.4,,,,,113.52,99.96,68.98,0.3596,0.493,0.585,45.24,54.32,11.94,6.92,0.55,10.94,21.56,0.2738,0.5062,17.8,78.44,0.2378
STANFORD,33,33,72.2,,25.2,57.4,0.4388,9.8,25.8,0.3846,15.4,31.6,0.4856,0.5244,12,15.6,0.7616,7.8,20.8,28.6,13.6,6.2,5.2,8.8,16,27.8,59.6,0.4702,6,20,0.2976,21.8,39.6,0.5616,0.5208,11,16.2,0.7034,9.6,23,32.6,10.6,5,1.2,10.4,15.2,,,,,107.5,108.54,66.96,0.2696,0.4488,0.556,46.16,54.3,9.34,13.04,0.5244,11.98,24.8,0.2076,0.5208,13.52,75.2,0.1858
STEPHEN F. AUSTIN,29,29,65.4,,23.8,61,0.3954,7.8,24.4,0.3264,16,36.6,0.434,0.4588,10,15,0.6854,9.4,21.2,30.6,11.4,7,3.8,12.4,15,28.4,59,0.481,9.6,22.4,0.4162,18.8,36.6,0.518,0.5606,13.2,18.4,0.7068,9.8,26.8,36.6,15.6,9.2,3.8,11.2,14.8,,,,,93.2,112.98,70.16,0.255,0.3914,0.4824,45.8,47.06,10.08,10.04,0.4588,15.34,27.06,0.1688,0.5606,14.36,72.94,0.222
STETSON,30,30,72.8,,26.4,55.6,0.4758,7.4,20.2,0.3562,19,35.4,0.54,0.5412,12.6,17,0.746,4.8,22.2,27,13.2,5,2.8,10.6,15.6,27.2,61,0.4474,7.8,27,0.2978,19.4,34,0.5772,0.5116,14.8,19.2,0.7706,9.6,22.4,32,15.6,7.4,3.2,9,16.2,,,,,105.02,110.88,69.52,0.3084,0.3632,0.5722,46.46,50.08,7.26,8.04,0.5412,14.22,17.94,0.2296,0.5116,11.4,82.06,0.248
STONEHILL,30,30,61.6,,21.2,53.4,0.3978,6.6,21.6,0.2912,14.6,31.8,0.451,0.4622,12.6,17.8,0.655,9.4,22.6,32,11.8,5.8,2.2,12.6,14.4,26.6,59.2,0.4524,8.4,19.6,0.4324,18.2,39.6,0.4626,0.5232,10.8,14.2,0.739,9,22.6,31.6,12.6,7.4,2.8,8.4,13.4,,,,,94.3,110.88,65.2,0.341,0.4106,0.496,50.48,57,8.94,5.5,0.4622,16.84,29.46,0.2444,0.5232,11.32,70.54,0.1848
